id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,team_name,games played,adjusted points,xG,xG_points,clean_sheet_points,xA,xA_points,adjusted points per game,next10_xP,next1_xP,next5_xP
1,3,1,256,,,5,37605,0,0,0,0,582.9,35,29,0,3,3.4,,0,Mesut,0.0,20,1,99.8,135,72,False,223.6,256,111,1439,,,70,0,0,0,37605.jpg,2.9,0,0,Özil,2.0,False,,a,1,3,190.0,175,96,53,0,0,0,0,0.0,7.6,Özil,1,Arsenal,18.27586206896552,53.709259893564365,1.3,6.5,4.175630592787453,2.3,6.9,2.938808560213899,2.8893269604406693,2.493010852157703,2.8656618852561544
2,0,5,305,,,4,39476,0,0,0,0,36.8,297,106,0,2,3.1,,0,Sokratis,0.0,25,2,58.5,235,74,False,436.2,144,53,1696,,,50,0,0,0,39476.jpg,3.0,0,0,Papastathopoulos,0.5,False,,a,1,3,110.0,225,65,57,0,0,0,0,0.0,11.4,Sokratis,6,Arsenal,19.0,52.96432042736518,1.0,6.0,17.36432042736518,0.2,0.6000000000000001,2.787595811966588,2.6907237660856937,1.9584549111461613,2.5505212699354987
3,1,10,494,,,8,41270,0,0,0,0,106.7,223,61,0,2,3.5,,0,David,0.0,42,2,102.1,130,35,False,701.6,50,18,2809,,,55,0,0,0,41270.jpg,2.8,2,0,Luiz Moreira Marinho,2.7,False,,a,1,3,211.0,161,32,94,0,0,0,0,0.0,17.1,David Luiz,5,Arsenal,33.571428571428584,92.19252781527763,1.8,10.8,30.68131804835201,1.0,3.0,2.7461604030082696,2.646798783151521,1.8935155381784257,2.5077182640453377
4,5,37,807,,,10,54694,0,0,0,0,479.6,54,42,0,3,5.0,,0,Pierre-Emerick,0.0,44,22,285.2,11,7,False,1006.0,8,4,3136,,,120,0,0,0,54694.jpg,5.7,1,0,Aubameyang,42.2,False,,a,1,3,1369.0,9,3,205,0,0,0,0,0.0,17.1,Aubameyang,3,Arsenal,35.96491228070175,200.31323647915696,15.7,77.54,8.217187644528764,3.0,9.0,5.569685111859486,5.454812245039595,4.506531180569479,5.4606170716201
5,1,3,286,,,4,58822,0,0,0,0,218.9,159,34,0,2,3.1,,0,Cédric,0.0,20,1,68.7,203,59,False,349.0,182,68,1553,,,50,0,0,0,58822.jpg,2.9,0,0,Soares,0.6,False,,a,1,3,118.0,224,64,61,0,0,0,0,0.0,12.2,Cédric,1,Arsenal,21.03448275862069,55.93486759032448,0.0,0.0,19.223657823398835,0.0,0.0,2.6591986231465734,2.5759036842859,1.9582386230948035,2.4295823892775403
6,7,16,387,,,5,59966,0,0,0,0,337.7,107,14,0,4,4.0,,0,Alexandre,0.0,25,10,173.8,46,17,False,536.4,101,15,1867,,,85,0,0,0,59966.jpg,3.9,0,0,Lacazette,2.7,False,,a,1,3,861.0,32,17,118,0,0,0,0,0.0,13.9,Lacazette,8,Arsenal,30.256410256410252,105.27846836847948,8.5,34.0,0.0,3.1,9.3,3.4795425986192368,3.4236071143002977,2.951458025502572,3.448815575651593
7,2,2,242,0.0,,4,69140,0,0,0,0,45.5,287,98,0,2,0.0,,0,Shkodran,0.0,17,0,47.9,265,88,False,277.2,219,83,1205,Hamstring injury - Expected back 31 Oct,2020-08-15T10:00:11.331812Z,50,0,0,0,69140.jpg,2.9,0,0,Mustafi,0.0,False,,i,1,3,155.0,199,51,43,0,0,0,0,0.0,8.6,Mustafi,2,Arsenal,14.827586206896553,40.7735225896898,0.8,4.800000000000002,13.551103055838526,0.0,0.0,2.749842221165126,2.653894451914361,1.9294273774371953,2.513275411740418
8,0,10,591,,,7,80201,0,0,0,0,0.0,451,47,0,1,3.5,,0,Bernd,0.0,39,0,84.1,166,6,False,843.2,23,6,2649,,,50,0,0,1,80201.jpg,3.8,0,113,Leno,6.1,False,,a,1,3,0.0,444,43,114,0,0,0,0,0.0,22.8,Leno,2,Arsenal,30.0,113.41734804320818,0.0,0.0,27.417348043208168,0.0,0.0,3.780578268106939,3.6972833292462663,3.079618268055169,3.550962034237906
9,2,2,408,,,10,84450,0,0,0,0,298.5,120,78,0,3,2.8,,0,Granit,0.0,31,1,89.9,154,82,False,486.2,125,46,2586,,,55,0,0,0,84450.jpg,2.4,0,0,Xhaka,0.6,False,,a,1,3,110.0,226,116,73,0,0,0,0,0.0,13.3,Xhaka,10,Arsenal,30.41666666666667,65.37195566980336,0.4,2.0,6.949536135952072,1.0,3.0,2.149214980925042,2.1219662142451363,1.9133165222669068,2.088281461559177
10,0,1,31,0.0,,1,92371,0,0,0,0,1.7,351,133,0,2,0.0,,0,Pablo,0.0,0,0,3.0,363,132,False,27.8,353,129,113,Ankle injury - Expected back 25 Sep,2020-08-15T10:00:11.357231Z,45,0,0,0,92371.jpg,4.0,0,0,Marí,0.0,False,,i,1,3,0.0,386,152,8,0,0,0,0,0.0,1.8,Marí,0,Arsenal,2.0,5.827823202880545,0.0,0.0,1.827823202880545,0.0,0.0,2.9139116014402724,2.830616662579599,2.2129516013885024,2.6842953675712393
