id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,team_name,games played,adjusted points,xG,xG_points,clean_sheet_points,xA,xA_points,adjusted points per game,next10_xP,next1_xP,next5_xP
177,0,0,0,,,0,83543,0,0,0,0,0.0,483,196,0,3,0.8,,0,Anthony,0.0,0,0,0.0,483,196,False,0.0,483,196,0,,,55,0,0,0,83543.jpg,0.0,0,0,Knockaert,0.3,False,,a,8,54,0.0,481,196,0,0,0,0,0,0.0,0.0,Knockaert,0,Fulham,,,,,,,,,,,
178,0,0,0,,,0,84915,0,0,0,0,0.0,399,154,0,2,0.6,,0,Michael,0.0,0,0,0.0,411,154,False,0.0,411,154,0,,,45,0,0,0,84915.jpg,0.0,0,0,Hector,0.4,False,,a,8,54,0.0,383,149,0,0,0,0,0,0.0,0.0,Hector,0,Fulham,,,,,,,,,,,
179,0,0,0,,,0,87107,0,0,0,0,0.0,400,155,0,2,0.6,,0,Cyrus,0.0,0,0,0.0,412,155,False,0.0,412,155,0,,,45,0,0,0,87107.jpg,0.0,0,0,Christie,0.2,False,,a,8,54,0.0,384,150,0,0,0,0,0,0.0,0.0,Christie,0,Fulham,,,,,,,,,,,
180,0,0,0,,,0,92259,0,0,0,0,0.0,453,180,0,3,0.4,,0,Neeskens,0.0,0,0,0.0,457,180,False,0.0,457,180,0,,,50,0,0,0,92259.jpg,0.0,0,0,Kebano,0.2,False,,a,8,54,0.0,446,179,0,0,0,0,0,0.0,0.0,Kebano,0,Fulham,,,,,,,,,,,
181,0,0,0,,,0,96994,0,0,0,0,0.0,484,57,0,4,0.5,,0,Bobby,0.0,0,0,0.0,484,57,False,0.0,484,57,0,,,55,0,0,0,96994.jpg,0.0,0,0,Decordova-Reid,0.2,False,,a,8,54,0.0,482,57,0,0,0,0,0,0.0,0.0,Decordova-Reid,0,Fulham,,,,,,,,,,,
182,0,0,0,,,0,101105,0,0,0,0,0.0,454,175,0,2,1.1,,0,Joe,0.0,0,0,0.0,458,175,False,0.0,458,175,0,,,50,0,0,0,101105.jpg,0.0,0,0,Bryan,1.5,False,,a,8,54,0.0,448,174,0,0,0,0,0,0.0,0.0,Bryan,0,Fulham,,,,,,,,,,,
183,0,0,0,,,0,122074,0,0,0,0,0.0,409,35,0,1,0.7,,0,Marcus,0.0,0,0,0.0,419,45,False,0.0,419,45,0,,,45,0,0,0,122074.jpg,0.0,0,0,Bettinelli,0.4,False,,a,8,54,0.0,395,31,0,0,0,0,0,0.0,0.0,Bettinelli,0,Fulham,,,,,,,,,,,
184,0,0,0,,,0,128389,0,0,0,0,0.0,496,61,0,4,0.8,,0,Aleksandar,0.0,0,0,0.0,496,61,False,0.0,496,61,0,,,60,0,0,0,128389.jpg,0.0,0,0,Mitrović,27.6,False,,a,8,54,0.0,496,61,0,0,0,0,0,0.0,0.0,Mitrović,0,Fulham,,,,,,,,,,,
185,0,0,0,,,0,149266,0,0,0,0,0.0,411,160,0,2,0.6,,0,Alfie,0.0,0,0,0.0,420,160,False,0.0,420,160,0,,,45,0,0,0,149266.jpg,0.0,0,0,Mawson,0.2,False,,a,8,54,0.0,397,156,0,0,0,0,0,0.0,0.0,Mawson,0,Fulham,,,,,,,,,,,
186,0,0,0,,,0,155529,0,0,0,0,0.0,416,37,0,1,0.7,,0,Marek,0.0,0,0,0.0,425,46,False,0.0,425,46,0,,,45,0,0,0,155529.jpg,0.0,0,0,Rodák,0.7,False,,a,8,54,0.0,402,33,0,0,0,0,0,0.0,0.0,Rodák,0,Fulham,,,,,,,,,,,
187,0,0,0,,,0,166324,0,0,0,0,0.0,488,199,0,3,0.8,,0,Ivan Ricardo,0.0,0,0,0.0,488,199,False,0.0,488,199,0,,,55,0,0,0,166324.jpg,0.0,0,0,Neves Abreu Cavaleiro,0.2,False,,a,8,54,0.0,486,199,0,0,0,0,0,0.0,0.0,Cavaleiro,0,Fulham,,,,,,,,,,,
188,0,0,0,,,0,168765,0,0,0,0,0.0,461,184,0,3,0.4,,0,Josh,0.0,0,0,0.0,464,184,False,0.0,464,184,0,,,50,0,0,0,168765.jpg,0.0,0,0,Onomah,0.3,False,,a,8,54,0.0,457,184,0,0,0,0,0,0.0,0.0,Onomah,0,Fulham,,,,,,,,,,,
189,0,0,0,,,0,170271,0,0,0,0,0.0,462,185,0,3,0.4,,0,Jean Michaël,0.0,0,0,0.0,465,185,False,0.0,465,185,0,,,50,0,0,0,170271.jpg,0.0,0,0,Seri,0.2,False,,a,8,54,0.0,458,185,0,0,0,0,0,0.0,0.0,Seri,0,Fulham,,,,,,,,,,,
190,0,0,0,,,0,197030,0,0,0,0,0.0,466,189,0,3,0.4,,0,Aboubakar,0.0,0,0,0.0,469,189,False,0.0,469,189,0,,,50,0,0,0,197030.jpg,0.0,0,0,Kamara,0.2,False,,a,8,54,0.0,462,189,0,0,0,0,0,0.0,0.0,Kamara,0,Fulham,,,,,,,,,,,
191,0,0,0,,,0,203325,0,0,0,0,0.0,427,171,0,3,0.0,,0,André-Frank,0.0,0,0,0.0,436,171,False,0.0,436,171,0,,,45,0,0,0,203325.jpg,0.0,0,0,Zambo Anguissa,1.1,False,,a,8,54,0.0,414,165,0,0,0,0,0,0.0,0.0,Anguissa,0,Fulham,,,,,,,,,,,
192,0,0,0,,,0,208998,0,0,0,0,0.0,428,169,0,2,0.6,,0,Zeze Steven,0.0,0,0,0.0,437,169,False,0.0,437,169,0,,,45,0,0,0,208998.jpg,0.0,0,0,Sessegnon,0.9,False,,a,8,54,0.0,415,166,0,0,0,0,0,0.0,0.0,Sessegnon,0,Fulham,,,,,,,,,,,
373,0,0,0,,,0,153366,0,0,0,0,0.0,413,167,0,3,0.0,,0,Harrison,0.0,0,0,0.0,422,167,False,0.0,422,167,0,,,45,0,0,0,153366.jpg,0.0,0,0,Reed,0.7,False,,a,8,54,0.0,399,161,0,0,0,0,0,0.0,0.0,Reed,0,Fulham,,,,,,,,,,,
484,0,0,0,,,0,169528,0,0,0,0,0.0,417,162,0,2,0.6,,0,Antonee,0.0,0,0,0.0,426,162,False,0.0,426,162,0,,,45,0,0,0,169528.jpg,0.0,0,0,Robinson,0.2,False,,a,8,54,0.0,403,158,0,0,0,0,0,0.0,0.0,Robinson,0,Fulham,,,,,,,,,,,
493,0,0,0,,,0,151086,0,0,0,0,0.0,412,166,0,3,0.0,,0,Mario,0.0,0,0,0.0,421,166,False,0.0,421,166,0,,,45,0,0,0,151086.jpg,0.0,0,0,Lemina,0.7,False,,a,8,54,0.0,398,160,0,0,0,0,0,0.0,0.0,Lemina,0,Fulham,,,,,,,,,,,
216,0,2,87,75.0,,1,15033,0,0,0,0,2.1,348,131,0,2,2.0,,0,Wes,0.0,6,0,14.5,333,120,False,85.8,323,120,430,Hamstring injury - 75% chance of playing,2020-08-30T10:00:09.559000Z,45,0,0,0,15033.jpg,1.7,0,0,Morgan,0.2,False,,d,9,13,58.0,276,94,19,0,0,0,0,0.0,4.2,Morgan,0,Leicester City,11.176470588235297,29.351634926686522,0.1,0.6000000000000001,13.75163492668652,0.0,0.0,2.6261989144930045,2.595591900516155,1.7604414736263505,2.5008306824608857
217,0,10,707,,,13,17745,0,0,0,0,30.0,307,2,0,1,4.2,,0,Kasper,0.0,41,0,89.6,158,5,False,863.4,19,5,3420,,,55,0,0,2,17745.jpg,4.1,0,97,Schmeichel,12.8,False,,a,9,13,2.0,337,2,156,0,0,0,0,0.0,28.4,Schmeichel,2,Leicester City,38.04878048780488,152.01557872345654,0.0,0.0,46.81557872345656,0.4,1.2000000000000002,3.995281235680588,3.9634907904786525,3.1376957007254083,3.867245884631475
218,0,2,139,0.0,,2,37402,0,0,0,0,53.5,279,94,0,2,0.0,,0,Christian,0.0,10,0,21.8,316,113,False,144.4,294,111,770,Groin Injury - Expected back 24 Oct,2020-08-15T10:00:11.758506Z,45,0,0,0,37402.jpg,2.4,0,0,Fuchs,0.0,False,,i,9,13,20.0,310,113,26,0,0,0,0,0.0,5.8,Fuchs,0,Leicester City,10.833333333333336,32.82943560876193,0.2,1.2000000000000002,13.32943560876193,0.1,0.30000000000000004,3.0304094408087927,3.0043327832950704,2.133368689195103,2.915251349949589
219,2,12,707,0.0,,13,37642,0,0,0,0,131.9,209,54,0,2,0.0,,0,Jonny,0.0,41,1,121.4,97,20,False,755.2,37,11,3384,Suspended until 03 Oct,2020-08-15T10:00:11.782354Z,55,1,0,0,37642.jpg,3.4,1,0,Evans,0.1,False,,s,9,13,325.0,106,16,128,0,0,0,0,0.0,23.3,Evans,7,Leicester City,37.647058823529406,129.14371612900587,2.6,15.6,46.32129659515459,0.6,1.7999999999999998,3.4303799596767184,3.4216026678997675,2.4138825078066963,3.354209742688354
220,0,0,0,,,0,46483,0,0,0,0,0.0,387,165,0,3,2.0,,0,Adrien,0.0,0,0,0.0,401,165,False,0.0,401,165,0,,,45,0,0,0,46483.jpg,0.0,0,0,Silva,0.6,False,,a,9,13,0.0,369,158,0,0,0,0,0,0.0,0.0,Silva,0,Leicester City,,,,,,,,,,,
221,3,1,185,,,3,51938,0,0,0,0,287.9,126,84,0,3,2.8,,0,Marc,0.0,11,0,58.1,236,116,False,190.6,271,117,857,,,55,0,0,0,51938.jpg,1.9,0,0,Albrighton,0.2,False,,a,9,13,102.0,234,120,38,0,0,0,0,0.0,6.9,Albrighton,2,Leicester City,20.0,42.98567650482088,0.6,3.0,6.152047204043969,1.9,5.6999999999999975,2.149283825241044,2.164160534903727,1.7772794627278743,2.1687145466186695
222,0,0,3,,,0,61604,0,0,0,0,0.1,360,164,0,3,2.0,,0,Matty,0.0,0,0,0.1,381,164,False,0.4,381,164,5,,,45,0,0,0,61604.jpg,1.0,0,0,James,0.5,False,,a,9,13,0.0,375,159,1,0,0,0,0,0.0,0.2,James,0,Leicester City,1.0,1.3076023602021984,0.0,0.0,0.30760236020219844,0.0,0.0,1.3076023602021984,1.2992334084426918,1.0961154438788694,1.2746439403036143
223,0,0,0,,,0,95463,0,0,0,0,0.0,402,31,0,1,2.7,,0,Danny,0.0,0,0,0.0,414,43,False,0.0,414,43,0,,,45,0,0,0,95463.jpg,0.0,0,0,Ward,0.3,False,,a,9,13,0.0,387,26,0,0,0,0,0,0.0,0.0,Ward,0,Leicester City,,,,,,,,,,,
224,7,34,775,,,11,101668,0,0,0,0,418.4,86,9,0,4,4.8,,0,Jamie,0.0,38,23,288.8,9,4,False,1026.0,4,1,3032,,,100,0,1,0,101668.jpg,6.0,0,0,Vardy,16.6,False,,a,9,13,1455.0,8,6,210,0,0,0,0,0.0,21.0,Vardy,3,Leicester City,35.0,194.9784683684794,19.8,76.8,0.0,5.4,16.200000000000006,5.570813381956557,5.712806584732494,4.590312725427481,5.890825870540301
225,3,3,203,,,2,106837,0,0,0,0,161.6,194,120,0,3,2.8,,0,Dennis,0.0,17,1,56.5,239,117,False,196.2,269,116,1122,,,55,0,0,0,106837.jpg,2.0,0,0,Praet,0.1,False,,a,9,13,210.0,163,89,54,0,0,0,0,0.0,9.8,Praet,2,Leicester City,27.0,57.33889302623628,1.3,6.5,8.305263725459357,0.8,2.4000000000000004,2.123662704675417,2.1329086006517546,1.7905406013712808,2.1304031657779623
226,2,11,568,0.0,,10,111931,0,0,0,0,446.5,66,11,0,2,0.0,,0,Ricardo Domingos,0.0,27,3,141.9,68,10,False,738.0,42,15,2520,Knee injury - Expected back 01 Oct,2020-08-15T10:00:11.805174Z,60,0,0,0,111931.jpg,4.4,0,0,Barbosa Pereira,0.2,False,,i,9,13,235.0,148,27,123,0,0,0,0,0.0,20.5,Pereira,1,Leicester City,27.95454545454545,112.81795617464256,1.2,7.1999999999999975,34.395536640791285,3.6,10.8,4.035764285922173,4.036697531956521,2.952212999691834,3.981478872640812
227,0,0,0,100.0,,0,155569,0,0,0,0,0.0,369,139,0,2,2.0,,0,Daniel,0.0,0,0,0.0,388,140,False,0.0,388,140,0,,2020-08-15T10:00:11.830679Z,40,0,0,0,155569.jpg,0.0,0,0,Amartey,0.4,False,,a,9,13,0.0,348,132,0,0,0,0,0,0.0,0.0,Amartey,0,Leicester City,,,,,,,,,,,
228,6,5,531,,,12,166989,0,0,0,0,805.4,18,15,0,3,3.2,,0,Youri,0.0,35,3,187.6,41,22,False,566.6,82,27,2823,,,65,0,0,0,166989.jpg,3.2,0,0,Tielemans,2.0,False,,a,9,13,502.0,64,33,117,0,0,0,0,0.0,18.0,Tielemans,2,Leicester City,36.5625,120.31396989644672,3.2,16.0,11.246711294892881,5.6,16.799999999999994,3.2906384928942685,3.330208722250255,2.748118839522395,3.365721418282077
229,5,9,402,,,9,168580,0,0,0,0,443.9,69,52,0,3,3.2,,0,Ayoze,0.0,25,8,177.3,44,24,False,547.4,96,31,1998,,,65,0,0,0,168580.jpg,3.9,0,0,Pérez,3.5,False,,a,9,13,779.0,36,17,129,0,0,0,0,0.0,19.8,Pérez,0,Leicester City,33.07692307692308,118.15058844131629,5.7,28.02,10.174539606688104,3.8,11.4,3.5719945342723527,3.6273116111277366,2.9207387300877796,3.6825663968565614
230,4,0,151,,,1,172632,0,0,0,0,242.3,146,95,0,3,2.8,,0,Demarai,0.0,6,2,70.8,196,99,False,205.4,263,114,605,,,55,0,1,0,172632.jpg,2.1,0,0,Gray,0.2,False,,a,9,13,263.0,132,77,44,0,0,0,0,0.0,8.0,Gray,1,Leicester City,20.952380952380953,47.109840900510534,2.5,12.02,6.445001832807968,1.6,4.800000000000002,2.2484242247970934,2.282954084571264,1.7407096577779675,2.3121475837991508
231,5,14,548,50.0,,10,172780,0,0,0,0,1246.4,3,2,0,3,1.7,,0,James,0.0,26,6,259.2,17,10,False,642.4,60,16,2624,Hip injury - 50% chance of playing,2020-08-27T16:30:08.660331Z,70,0,0,0,172780.jpg,4.0,0,0,Maddison,4.6,False,,d,9,13,702.0,41,22,125,0,0,0,0,0.0,17.9,Maddison,4,Leicester City,31.25,129.76862259094688,5.0,25.0,9.6125737563187,7.2,21.6,4.1525959229103,4.223914167272102,3.3908478209357287,4.299229888002713
233,4,7,204,,,3,173515,0,0,0,0,204.2,167,22,0,4,2.8,,0,Kelechi,0.0,9,5,109.4,112,23,False,288.2,212,25,953,,,60,0,0,0,173515.jpg,3.2,0,0,Iheanacho,0.7,False,,a,9,13,603.0,51,23,64,0,0,0,0,0.0,10.7,Iheanacho,1,Leicester City,20.0,61.54483906770256,4.8,19.2,0.0,2.5,7.5,3.0772419533851276,3.1485820867152956,2.5846194461128578,3.2380224214397018
234,1,0,153,,,3,197469,0,0,0,0,70.0,258,135,0,3,2.4,,0,Hamza,0.0,12,1,33.1,292,131,False,177.6,277,120,883,,,50,0,0,0,197469.jpg,1.8,1,0,Choudhury,0.1,False,,a,9,13,83.0,251,127,35,0,0,0,0,0.0,7.0,Choudhury,2,Leicester City,19.444444444444443,33.492366770857274,0.5,2.5,5.981157003931638,0.1,0.30000000000000004,1.7224645767869455,1.7217907405327155,1.457840850690428,1.7068487691728995
235,10,9,394,,,9,201666,0,0,0,0,517.4,45,36,0,3,3.4,,0,Harvey,0.0,24,6,193.7,38,21,False,525.0,109,37,2075,,,70,0,0,0,201666.jpg,3.7,0,0,Barnes,4.7,False,,a,9,13,893.0,30,15,133,0,0,0,0,0.0,19.0,Barnes,0,Leicester City,35.945945945945944,135.66915548193,8.6,43.0,11.05705781267362,3.5,10.5,3.7742547013770014,3.8454204255923017,3.0135597913922956,3.920544929229272
236,1,5,443,,,12,203341,0,0,0,0,254.4,141,92,0,3,2.4,,0,Wilfred,0.0,32,2,107.2,120,67,False,611.6,67,19,2671,,,50,0,0,0,203341.jpg,2.7,0,0,Ndidi,2.1,False,,a,9,13,205.0,168,92,85,0,0,0,0,0.0,17.0,Ndidi,6,Leicester City,31.48148148148148,80.59498777329114,1.8,9.0,9.683778006365506,0.4,1.2000000000000002,2.5600760822104243,2.56902114033779,2.2290313438974207,2.5661385399520515
237,0,0,0,,,0,213405,0,0,0,0,0.0,429,170,0,2,2.6,,0,Filip,0.0,0,0,0.0,438,170,False,0.0,438,170,0,,,45,0,0,0,213405.jpg,0.0,0,0,Benkovic,0.2,False,,a,9,13,0.0,418,167,0,0,0,0,0,0.0,0.0,Benkovic,0,Leicester City,,,,,,,,,,,
238,1,12,681,,,12,218031,0,0,0,0,79.0,246,78,0,2,3.5,,0,Çaglar,0.0,35,1,107.5,118,28,False,755.6,36,10,3036,,,55,0,0,0,218031.jpg,3.5,1,0,Söyüncü,11.1,False,,a,9,13,238.0,145,26,120,0,0,0,0,0.0,21.8,Söyüncü,4,Leicester City,34.285714285714285,119.99667630894145,2.2,13.2,42.18546654201579,0.3,0.8999999999999999,3.499903059010792,3.4884037537196058,2.502201831083977,3.417598194013791
239,1,0,196,,,4,220627,0,0,0,0,195.0,171,38,0,2,2.6,,0,James,0.0,14,0,49.6,259,83,False,240.6,240,94,1010,,,45,1,0,0,220627.jpg,2.7,0,0,Justin,8.8,False,,a,9,13,61.0,275,93,35,0,0,0,0,0.0,7.8,Justin,1,Leicester City,12.962962962962965,38.06096177740999,0.3,1.7999999999999998,15.949752010484367,1.2,3.6,2.9361313371144853,2.924916399931009,1.9364664721201592,2.854467357343277
240,1,3,70,,,1,244619,0,0,0,0,149.8,201,51,0,2,2.6,,0,Luke,0.0,4,0,23.9,310,109,False,78.4,325,121,267,,,45,0,0,0,244619.jpg,5.0,0,0,Thomas,0.7,False,,a,9,13,10.0,323,121,15,0,0,0,0,0.0,3.3,Thomas,0,Leicester City,3.0,15.102438089352017,0.0,0.0,3.6912283224263813,0.9,2.7,5.034146029784007,5.048764694653959,3.8560933034082616,5.010703676968035
498,0,0,0,,,0,166477,0,0,0,0,0.0,489,181,0,2,3.5,,0,Timothy,0.0,0,0,0.0,489,181,False,0.0,489,181,0,,,55,0,0,0,166477.jpg,0.0,0,0,Castagne,0.5,False,,a,9,13,0.0,487,181,0,0,0,0,0,0.0,0.0,Castagne,0,Leicester City,,,,,,,,,,,
193,0,0,0,,,0,28690,0,0,0,0,0.0,494,203,0,3,0.6,,0,Pablo,0.0,0,0,0.0,494,203,False,0.0,494,203,0,,,60,0,0,0,28690.jpg,0.0,0,0,Hernández Domínguez,2.7,False,,a,10,2,0.0,492,203,0,0,0,0,0,0.0,0.0,Hernández,0,Leeds,,,,,,,,,,,
194,0,0,0,,,0,39790,0,0,0,0,0.0,384,24,0,1,0.2,,0,Francisco,0.0,0,0,0.0,399,39,False,0.0,399,39,0,,,45,0,0,0,39790.jpg,0.0,0,0,Casilla Cortés,3.2,False,,a,10,2,0.0,366,18,0,0,0,0,0,0.0,0.0,Casilla,0,Leeds,,,,,,,,,,,
195,0,0,0,,,0,55914,0,0,0,0,0.0,388,148,0,2,0.1,,0,Liam,0.0,0,0,0.0,402,148,False,0.0,402,148,0,,,45,0,0,0,55914.jpg,0.0,0,0,Cooper,1.0,False,,a,10,2,0.0,370,143,0,0,0,0,0,0.0,0.0,Cooper,0,Leeds,,,,,,,,,,,
196,0,0,0,,,0,57913,0,0,0,0,0.0,364,137,0,2,-0.5,,0,Barry,0.0,0,0,0.0,384,138,False,0.0,384,138,0,,,40,0,0,0,57913.jpg,0.0,0,0,Douglas,16.0,False,,a,10,2,0.0,343,130,0,0,0,0,0,0.0,0.0,Douglas,0,Leeds,,,,,,,,,,,
197,0,0,0,,,0,66588,0,0,0,0,0.0,393,151,0,2,0.1,,0,Luke,0.0,0,0,0.0,406,151,False,0.0,406,151,0,,,45,0,0,0,66588.jpg,0.0,0,0,Ayling,4.5,False,,a,10,2,0.0,377,146,0,0,0,0,0,0.0,0.0,Ayling,0,Leeds,,,,,,,,,,,
198,0,0,0,,,0,72222,0,0,0,0,0.0,480,194,0,3,0.3,,0,Mateusz,0.0,0,0,0.0,480,194,False,0.0,480,194,0,,,55,0,0,0,72222.jpg,0.0,0,0,Klich,0.8,False,,a,10,2,0.0,478,194,0,0,0,0,0,0.0,0.0,Klich,0,Leeds,,,,,,,,,,,
199,0,0,0,,,0,80179,0,0,0,0,0.0,450,179,0,3,-0.1,,0,Adam,0.0,0,0,0.0,455,179,False,0.0,455,179,0,,,50,0,0,0,80179.jpg,0.0,0,0,Forshaw,0.1,False,,a,10,2,0.0,443,178,0,0,0,0,0,0.0,0.0,Forshaw,0,Leeds,,,,,,,,,,,
200,0,0,0,,,0,87873,0,0,0,0,0.0,401,156,0,2,0.1,,0,Stuart,0.0,0,0,0.0,413,156,False,0.0,413,156,0,,,45,0,0,0,87873.jpg,0.0,0,0,Dallas,5.3,False,,a,10,2,0.0,385,151,0,0,0,0,0,0.0,0.0,Dallas,0,Leeds,,,,,,,,,,,
201,0,0,0,,,0,105377,0,0,0,0,0.0,405,157,0,2,0.1,,0,Ezgjan,0.0,0,0,0.0,416,157,False,0.0,416,157,0,,,45,0,0,0,105377.jpg,0.0,0,0,Alioski,1.0,False,,a,10,2,0.0,391,153,0,0,0,0,0,0.0,0.0,Alioski,0,Leeds,,,,,,,,,,,
202,0,0,0,,,0,106617,0,0,0,0,0.0,485,58,0,4,0.0,,0,Patrick,0.0,0,0,0.0,485,58,False,0.0,485,58,0,,,55,0,0,0,106617.jpg,0.0,0,0,Bamford,6.3,False,,a,10,2,0.0,483,58,0,0,0,0,0,0.0,0.0,Bamford,0,Leeds,,,,,,,,,,,
203,0,0,0,,,0,221399,0,0,0,0,0.0,493,202,0,3,0.3,,0,Jack,0.0,0,0,0.0,493,202,False,0.0,493,202,0,,,55,0,0,0,221399.jpg,0.0,0,0,Harrison,0.8,False,,a,10,2,0.0,491,202,0,0,0,0,0,0.0,0.0,Harrison,0,Leeds,,,,,,,,,,,
204,0,0,0,,,0,155405,0,0,0,0,0.0,459,182,0,3,-0.1,,0,Kalvin,0.0,0,0,0.0,462,182,False,0.0,462,182,0,,,50,0,0,0,155405.jpg,0.0,0,0,Phillips,2.5,False,,a,10,2,0.0,454,181,0,0,0,0,0,0.0,0.0,Phillips,0,Leeds,,,,,,,,,,,
205,0,0,0,,,0,165808,0,0,0,0,0.0,487,198,0,3,0.3,,0,Hélder Wander,0.0,0,0,0.0,487,198,False,0.0,487,198,0,,,55,0,0,0,165808.jpg,0.0,0,0,Sousa de Azevedo e Costa,0.4,False,,a,10,2,0.0,485,198,0,0,0,0,0,0.0,0.0,Costa,0,Leeds,,,,,,,,,,,
206,0,0,0,,,0,173821,0,0,0,0,0.0,463,186,0,3,-0.1,,0,Tyler,0.0,0,0,0.0,466,186,False,0.0,466,186,0,,,50,0,0,0,173821.jpg,0.0,0,0,Roberts,0.1,False,,a,10,2,0.0,459,186,0,0,0,0,0,0.0,0.0,Roberts,0,Leeds,,,,,,,,,,,
207,0,0,0,,,0,204642,0,0,0,0,0.0,468,190,0,3,-0.1,,0,Jay-Roy,0.0,0,0,0.0,471,190,False,0.0,471,190,0,,,50,0,0,0,204642.jpg,0.0,0,0,Grot,0.1,False,,a,10,2,0.0,465,190,0,0,0,0,0,0.0,0.0,Grot,0,Leeds,,,,,,,,,,,
208,0,0,0,,,0,214987,0,0,0,0,0.0,371,17,0,1,-0.5,,0,Kamil,0.0,0,0,0.0,390,35,False,0.0,390,35,0,,,40,0,0,0,214987.jpg,0.0,0,0,Miazek,2.7,False,,a,10,2,0.0,351,10,0,0,0,0,0,0.0,0.0,Miazek,0,Leeds,,,,,,,,,,,
209,0,0,0,,,0,215460,0,0,0,0,0.0,430,172,0,3,-0.5,,0,Ian Carlo,0.0,0,0,0.0,439,172,False,0.0,439,172,0,,,45,0,0,0,215460.jpg,0.0,0,0,Poveda-Ocampo,0.4,False,,a,10,2,0.0,419,168,0,0,0,0,0,0.0,0.0,Poveda-Ocampo,0,Leeds,,,,,,,,,,,
210,0,0,0,,,0,221610,0,0,0,0,0.0,470,191,0,3,-0.1,,0,Jamie,0.0,0,0,0.0,473,191,False,0.0,473,191,0,,,50,0,0,0,221610.jpg,0.0,0,0,Shackleton,0.1,False,,a,10,2,0.0,467,191,0,0,0,0,0,0.0,0.0,Shackleton,0,Leeds,,,,,,,,,,,
211,0,0,0,,,0,222694,0,0,0,0,0.0,373,141,0,2,-0.5,,0,Pascal,0.0,0,0,0.0,392,142,False,0.0,392,142,0,,,40,0,0,0,222694.jpg,0.0,0,0,Struijk,2.0,False,,a,10,2,0.0,353,135,0,0,0,0,0,0.0,0.0,Struijk,0,Leeds,,,,,,,,,,,
212,0,0,0,,,0,434138,0,0,0,0,0.0,435,174,0,3,-0.5,,0,Jordan,0.0,0,0,0.0,444,174,False,0.0,444,174,0,,,45,0,0,0,434138.jpg,0.0,0,0,Stevens,2.0,False,,a,10,2,0.0,427,172,0,0,0,0,0,0.0,0.0,Stevens,0,Leeds,,,,,,,,,,,
213,0,0,0,,,0,437495,0,0,0,0,0.0,436,40,0,1,0.2,,0,Illan,0.0,0,0,0.0,445,49,False,0.0,445,49,0,,,45,0,0,0,437495.jpg,0.0,0,0,Meslier,1.2,False,,a,10,2,0.0,428,36,0,0,0,0,0,0.0,0.0,Meslier,0,Leeds,,,,,,,,,,,
214,0,0,0,,,0,455084,0,0,0,0,0.0,377,145,0,2,-0.5,,0,Leif,0.0,0,0,0.0,395,145,False,0.0,395,145,0,,,40,0,0,0,455084.jpg,0.0,0,0,Davis,1.6,False,,a,10,2,0.0,357,139,0,0,0,0,0,0.0,0.0,Davis,0,Leeds,,,,,,,,,,,
215,0,0,0,,,0,467114,0,0,0,0,0.0,378,146,0,2,-0.5,,0,Oliver,0.0,0,0,0.0,396,146,False,0.0,396,146,0,,,40,0,0,0,467114.jpg,0.0,0,0,Casey,1.0,False,,a,10,2,0.0,358,140,0,0,0,0,0,0.0,0.0,Casey,0,Leeds,,,,,,,,,,,
491,0,0,0,,,0,193645,0,0,0,0,0.0,423,167,0,2,0.1,,0,Robin,0.0,0,0,0.0,432,167,False,0.0,432,167,0,,,45,0,0,0,193645.jpg,0.0,0,0,Koch,0.5,False,,a,10,2,0.0,410,164,0,0,0,0,0,0.0,0.0,Koch,0,Leeds,,,,,,,,,,,
492,0,0,0,,,0,80954,0,0,0,0,0.0,495,60,0,4,0.3,,0,Rodrigo,0.0,0,0,0.0,495,60,False,0.0,495,60,0,,,60,0,0,0,80954.jpg,0.0,0,0,Moreno,6.5,False,,a,10,2,0.0,493,60,0,0,0,0,0,0.0,0.0,Rodrigo,0,Leeds,,,,,,,,,,,
241,2,3,198,,,4,15157,0,0,0,0,177.1,183,116,0,3,3.3,,0,James,0.0,9,2,51.4,253,120,False,237.2,244,104,924,,,55,0,0,0,15157.jpg,2.2,0,0,Milner,0.2,False,,a,11,14,100.0,240,123,49,0,0,0,0,0.0,8.9,Milner,4,Liverpool,22.27272727272727,49.81557393339721,2.1,9.54,7.753154399545924,0.7,2.1,2.236617605172936,2.2416310443606724,2.3753127909241414,2.3479506323281627
242,0,0,0,50.0,,0,214285,0,0,0,0,0.0,469,178,0,2,1.8,,0,Konstantinos,0.0,0,0,0.0,472,178,False,0.0,472,178,0,Illness - 50% chance of playing,2020-09-05T13:00:09.086934Z,50,0,0,0,214285.jpg,0.0,0,0,Tsimikas,0.2,False,,d,11,14,0.0,466,178,0,0,0,0,0,0.0,0.0,Tsimikas,0,Liverpool,,,,,,,,,,,
