id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,ppg_estimate,ppg next 1,ppg next 5,ppg next 10,value,valuePoints_metric,games_played
11,1,10,215,,,1,54694,0,0,0,0,106.8,1,4,9.5,9.0,9,Pierre-Emerick,9.0,11,7,72.3,True,280.4,630,,,110,0,0,0,54694.jpg,7.6,0,0,Aubameyang,23.9,False,,a,1,3,337.0,53,639140,46938,818517,8562,0.8,4.8,Aubameyang,2,7.19,7.140000000000001,6.876,6.771000000000001,0.6536363636363637,2.1678665675141207,7.0
12,0,2,49,0.0,0.0,0,59966,0,0,-2,2,24.4,0,4,0.0,0.0,0,Alexandre,1.2,3,2,23.3,False,78.8,145,Ankle injury - Expected back 21 Oct,2019-09-01T18:30:14.246208Z,93,0,0,0,59966.jpg,4.7,0,0,Lacazette,1.5,False,,i,1,3,129.0,14,71188,148,215982,2560,0.1,1.5,Lacazette,1,4.68,6.0200000000000005,5.756,5.506000000000001,0.5032258064516129,1.5346324557344497,1.6111111111111112
13,0,0,0,0.0,0.0,0,205533,0,0,-1,1,0.0,0,4,0.0,0.0,0,Edward,0.0,0,0,0.0,False,0.0,0,Joined Leeds United on loan until the end of the season on 8/8. - Expected back 01 Jul,2019-08-08T15:30:15.638344Z,44,0,0,0,205533.jpg,0.0,0,0,Nketiah,0.8,False,,n,1,3,0.0,0,30888,393,82982,1577,0.0,0.0,Nketiah,0,2.0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
14,0,1,130,,,1,80201,0,0,0,0,0.0,0,1,3.0,2.5,3,Bernd,2.5,11,0,19.4,False,194.4,630,,,50,0,0,0,80201.jpg,3.0,0,32,Leno,5.9,False,,a,1,3,0.0,21,219781,7998,215630,5164,0.5,4.2,Leno,2,3.0300000000000002,2.5,2.9899999999999998,3.293,0.6060000000000001,1.3550571943648726,7.0
15,0,0,15,100.0,100.0,0,37605,0,0,-2,2,18.8,0,3,1.0,0.5,0,Mesut,0.5,1,0,2.7,False,6.4,70,,2019-08-09T17:00:13.419733Z,73,0,0,0,37605.jpg,2.0,0,0,Özil,0.7,False,,a,1,3,2.0,2,12973,819,81060,1323,0.1,0.3,Özil,0,2.68,2.68,2.8840000000000003,3.088,0.3671232876712329,0.9919125016647912,0.7777777777777778
16,0,0,3,0.0,0.0,1,57249,0,0,-2,2,33.9,0,3,0.0,0.0,0,Henrikh,0.2,0,0,8.6,False,5.4,110,Joined Roma on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-02T23:30:14.832021Z,68,0,0,0,57249.jpg,1.3,0,0,Mkhitaryan,0.9,False,,n,1,3,46.0,4,22491,29,106922,1024,0.0,0.6,Mkhitaryan,1,1.6400000000000001,3.9,3.6759999999999997,3.3689999999999998,0.24117647058823533,0.6289112908548439,1.2222222222222223
18,0,0,65,100.0,100.0,1,84450,0,0,-2,2,84.7,0,3,1.7,1.2,1,Granit,1.2,10,0,20.0,False,90.0,521,,2019-09-08T21:00:18.761460Z,53,0,0,0,84450.jpg,1.5,0,0,Xhaka,0.8,False,,a,1,3,25.0,9,23743,959,75386,1232,0.2,1.7,Xhaka,4,1.6,1.79,1.9140000000000001,1.9259999999999997,0.30188679245283023,0.694995588420911,5.788888888888889
19,0,0,48,100.0,100.0,0,198849,0,0,-1,1,65.9,0,3,1.7,1.2,1,Lucas,1.2,4,1,22.7,False,72.0,193,,2019-09-08T21:00:18.773636Z,49,0,0,0,198849.jpg,2.0,0,0,Torreira,1.5,False,,a,1,3,89.0,12,45261,710,95300,2404,0.2,2.4,Torreira,0,2.02,1.11,1.348,1.5200000000000002,0.4122448979591836,0.9125429819343037,2.1444444444444444
20,0,0,0,0.0,0.0,0,153256,0,0,-2,2,0.0,0,3,0.0,0.0,0,Mohamed,0.0,0,0,0.0,False,0.0,0,Joined Besiktas on loan until the end of the season on 31/8. - Expected back 01 Jul,2019-08-31T11:30:14.714406Z,43,0,0,0,153256.jpg,0.0,0,0,Elneny,0.6,False,,n,1,3,0.0,0,46524,6188,38639,2116,0.0,0.0,Elneny,0,2.0,2.0,2.0,2.0,0.46511627906976744,0.9644856443408242,0.0
21,2,2,106,,,1,242166,0,0,1,-1,95.0,0,3,4.0,3.5,2,Matteo,3.5,10,0,30.3,False,135.2,601,,,46,0,0,0,242166.jpg,3.0,0,0,Guendouzi,10.3,False,,a,1,3,72.0,21,576977,27249,279205,12033,0.8,4.6,Guendouzi,2,2.85,2.19,2.232,2.389,0.6195652173913044,1.3288193517424471,6.677777777777778
106,0,0,77,,,0,41270,0,0,-2,2,17.0,0,2,1.7,1.2,2,David,1.2,11,0,18.5,False,141.6,540,,,58,0,0,0,41270.jpg,1.0,0,0,Luiz Moreira Marinho,5.4,False,,a,1,3,26.0,6,50168,1385,308800,5903,0.2,1.0,David Luiz,2,1.17,1.37,2.0160000000000005,2.4180000000000006,0.20172413793103447,0.4858160571443788,6.0
427,0,0,0,,,0,98980,0,0,-1,1,0.0,0,1,0.5,0.0,0,Emiliano,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,98980.jpg,0.0,0,0,Martínez,0.3,False,,a,1,3,0.0,0,2976,120,7771,257,0.0,0.0,Martínez,0,2.0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
467,0,0,52,,,1,101184,0,0,-1,1,24.0,0,2,2.5,2.0,1,Calum,2.0,2,1,12.7,False,67.8,225,,,44,0,0,0,101184.jpg,4.7,0,0,Chambers,1.0,False,,a,1,3,35.0,14,46042,2653,47645,1069,0.5,3.2,Chambers,1,3.98,4.34,4.264,3.9130000000000003,0.9045454545454544,1.8973905525987285,2.5
469,2,3,73,,,0,182539,0,0,1,-1,101.1,1,3,1.7,1.2,1,Daniel,1.2,7,0,24.1,False,87.8,360,,,56,0,0,0,182539.jpg,2.7,0,0,Ceballos Fernández,10.3,False,,a,1,3,53.0,19,960405,3863,609133,40803,0.2,3.4,Ceballos,0,2.65,4.0,3.4479999999999995,2.8839999999999995,0.47321428571428575,1.1198293875152845,4.0
488,1,2,76,100.0,100.0,0,195735,0,0,-1,1,156.8,0,3,4.7,4.2,2,Nicolas,4.2,10,1,49.2,False,113.0,497,,2019-08-09T09:30:12.533555Z,94,0,0,0,195735.jpg,3.0,0,0,Pépé,3.4,False,,a,1,3,221.0,21,128994,4258,256382,7893,0.4,2.2,Pépé,1,2.91,3.31,2.896,2.6659999999999995,0.3095744680851064,0.9491373462927585,5.522222222222222
489,0,0,15,,,1,200641,0,0,-1,1,50.3,0,3,1.0,0.5,1,Reiss,0.5,2,0,14.5,False,27.2,150,,,54,0,0,0,200641.jpg,1.2,0,0,Nelson,0.1,False,,a,1,3,67.0,5,7082,93,10925,253,0.1,0.9,Nelson,1,1.31,1.12,1.296,1.3960000000000001,0.24259259259259258,0.5637342426146351,1.6666666666666667
490,0,0,45,100.0,100.0,1,200089,0,0,0,0,79.4,0,3,1.3,0.8,1,Joseph,0.8,5,0,17.3,False,41.4,291,,2019-09-07T11:30:17.190466Z,50,0,0,0,200089.jpg,1.7,0,0,Willock,0.3,False,,a,1,3,52.0,10,20306,256,19849,514,0.2,2.0,Willock,0,1.69,1.4000000000000001,1.6420000000000001,1.7469999999999999,0.33799999999999997,0.7557909763949289,3.2333333333333334
504,0,0,2,,,0,444145,0,0,0,0,0.5,0,4,0.5,0.0,0,Gabriel Teodoro,0.0,0,0,0.2,False,1.0,6,,,45,0,0,0,444145.jpg,1.0,0,0,Martinelli Silva,1.3,False,,a,1,3,0.0,1,102207,1321,97304,2635,0.0,0.2,Martinelli,0,1.24,2.0,1.848,1.7719999999999998,0.27555555555555555,0.5845416057808793,0.06666666666666667
515,0,0,0,100.0,100.0,0,192895,0,0,-1,1,0.0,0,2,0.5,0.0,0,Kieran,0.0,0,0,0.0,False,0.0,0,,2019-08-09T12:00:11.271398Z,54,0,0,0,192895.jpg,0.0,0,0,Tierney,0.5,False,,a,1,3,0.0,0,16924,3873,38387,358,0.0,0.0,Tierney,0,2.0,2.0,2.0,2.0,0.37037037037037035,0.8606629658238704,0.0
541,1,0,22,100.0,100.0,0,223340,0,0,0,0,45.3,0,3,2.5,2.0,5,Bukayo,2.0,2,0,13.2,False,40.2,124,,2019-09-24T21:30:13.707726Z,45,0,0,0,223340.jpg,3.0,0,0,Saka,0.2,False,,a,1,3,46.0,6,16406,6708,2478,513,0.4,1.3,Saka,0,2.74,1.24,1.392,1.7020000000000004,0.6088888888888889,1.291648386967427,1.3777777777777778
22,0,3,53,,,0,37339,-1,1,-2,2,88.2,0,2,-0.2,-0.2,0,Ahmed,0.3,7,0,15.1,False,61.0,230,,,43,0,0,0,37339.jpg,1.4,0,0,El Mohamady,1.2,False,,a,2,7,2.0,7,32782,289,87325,3583,0.1,1.6,El Mohamady,0,1.44,1.24,1.496,1.472,0.33488372093023255,0.6944296639253934,2.5555555555555554
23,0,0,0,0.0,0.0,0,43252,0,0,-1,1,0.0,0,2,0.0,0.0,0,James,0.0,0,0,0.0,False,0.0,0,Lack of match fitness - Expected back 19 Oct,2019-08-08T17:00:13.859858Z,44,0,0,0,43252.jpg,0.0,0,0,Chester,0.1,False,,i,2,7,0.0,0,169,6,5327,64,0.0,0.0,Chester,0,2.0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
24,0,0,95,,,2,47390,0,0,0,0,27.5,0,2,1.8,1.8,0,Neil,2.3,11,0,14.5,False,90.8,568,,,45,0,0,0,47390.jpg,2.3,0,0,Taylor,0.4,False,,a,2,7,26.0,16,14906,243,11426,961,0.5,3.6,Taylor,1,2.2600000000000002,4.0,2.624,2.3360000000000003,0.5022222222222222,1.0653742169877316,6.311111111111111
25,0,0,0,100.0,100.0,0,123354,0,0,0,0,0.0,0,2,-0.5,-0.5,0,Kortney,0.0,0,0,0.0,False,0.0,0,,2019-08-15T13:00:13.496241Z,45,0,0,0,123354.jpg,0.0,0,0,Hause,0.1,False,,a,2,7,0.0,0,443,18,2813,70,0.0,0.0,Hause,0,2.0,2.0,2.0,2.0,0.4444444444444444,0.9428090415820634,0.0
26,0,0,4,25.0,25.0,0,54764,0,0,-1,1,0.0,0,4,-0.1,-0.1,0,Jonathan,0.0,2,0,0.2,False,0.0,16,Head injury - 25% chance of playing,2019-08-15T13:00:13.507539Z,54,0,0,0,54764.jpg,1.0,0,0,Kodjia,0.1,False,,d,2,7,2.0,1,2053,11,23452,155,0.0,0.2,Kodjia,0,1.24,2.0,1.848,1.7719999999999998,0.2296296296296296,0.5336110388107996,0.17777777777777778
27,0,0,0,100.0,100.0,0,98770,0,0,-1,1,0.0,0,1,-0.5,-0.5,0,Ørjan,0.0,0,0,0.0,False,0.0,0,,2019-07-30T15:00:08.973693Z,44,0,0,0,98770.jpg,0.0,0,0,Nyland,0.2,False,,a,2,7,0.0,0,1814,43,5938,193,0.0,0.0,Nyland,0,2.0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
28,0,0,34,,,0,85242,0,0,-3,3,51.5,0,3,0.5,0.5,2,Conor,1.0,4,0,14.3,False,28.4,195,,,57,0,0,0,85242.jpg,1.5,0,0,Hourihane,0.1,False,,a,2,7,63.0,6,1985,37,13103,152,0.2,1.1,Hourihane,0,1.54,2.0,1.832,1.748,0.27017543859649124,0.6450350187692111,2.1666666666666665
29,2,2,118,,,2,114283,0,0,-1,1,225.5,0,3,2.8,2.8,2,Jack,3.3,11,0,46.6,False,163.0,630,,,59,0,0,0,114283.jpg,3.1,0,0,Grealish,3.8,False,,a,2,7,77.0,22,103797,1714,230045,8877,0.6,3.7,Grealish,2,3.0300000000000002,2.0,2.45,2.675,0.5135593220338983,1.2474312589328167,7.0
30,1,0,75,100.0,100.0,1,193488,0,0,0,0,86.2,0,3,4.5,4.5,7,Anwar,5.0,9,2,39.0,False,127.2,421,,2019-08-04T16:30:15.264156Z,55,0,0,0,193488.jpg,4.2,0,0,El Ghazi,0.5,False,,a,2,7,175.0,25,32047,5927,26471,826,0.9,4.5,El Ghazi,0,3.87,2.61,2.904,3.1729999999999996,0.7036363636363636,1.6501735445924246,4.677777777777778
31,1,4,125,,,2,122806,0,0,2,-2,141.1,0,3,6.5,6.5,8,John,7.0,11,3,55.7,False,223.4,630,,,57,0,0,0,122806.jpg,5.4,0,0,McGinn,9.4,False,,a,2,7,193.0,38,693312,76493,269935,5047,1.2,6.7,McGinn,0,4.92,2.61,3.3979999999999997,3.914,0.863157894736842,2.060761228795142,7.0
32,0,0,0,0.0,0.0,0,174597,0,0,-1,1,0.0,0,3,0.0,0.0,0,Andre,0.0,0,0,0.0,False,0.0,0,Joined Preston North End on loan until the end of the season on 1/8. - Expected back 01 Jul,2019-08-04T16:30:15.274646Z,49,0,0,0,174597.jpg,0.0,0,0,Green,0.0,False,,n,2,7,0.0,0,147,7,1077,19,0.0,0.0,Green,0,2.0,2.0,2.0,2.0,0.4081632653061224,0.9035079029052512,0.0
33,0,0,0,0.0,0.0,0,27770,0,0,0,0,0.0,0,3,0.0,0.0,0,Birkir,0.0,0,0,0.0,False,0.0,0,Left Aston Villa by mutual consent on 8/8.,2019-08-08T15:30:15.672945Z,45,0,0,0,27770.jpg,0.0,0,0,Bjarnason,0.1,False,,u,2,7,0.0,0,378,6,6154,88,0.0,0.0,Bjarnason,0,2.0,2.0,2.0,2.0,0.4444444444444444,0.9428090415820634,0.0
34,0,0,13,,,0,221239,0,0,0,0,22.2,0,3,0.2,0.2,1,Keinan,0.7,1,0,3.3,False,9.2,41,,,45,0,0,0,221239.jpg,1.0,0,0,Davis,0.3,False,,a,2,7,4.0,4,9652,265,14744,469,0.2,0.9,Davis,0,1.06,1.24,1.512,1.496,0.23555555555555557,0.49968879203849365,0.45555555555555555
35,0,0,5,75.0,0.0,0,40564,0,0,-1,1,1.1,0,3,-0.2,0.0,0,Henri,0.3,0,0,0.8,False,2.2,9,Ankle injury - 75% chance of playing,2019-09-25T23:00:14.221337Z,44,0,0,0,40564.jpg,1.0,0,0,Lansbury,0.8,False,,d,2,7,4.0,2,63406,83,34165,3462,0.1,0.5,Lansbury,0,1.12,2.0,1.6960000000000002,1.544,0.2545454545454546,0.5339390499775317,0.1
36,1,0,32,,,2,89274,0,0,-1,1,53.7,0,3,0.5,0.5,0,José Ignacio,1.0,3,0,11.6,False,41.8,245,,,59,0,0,0,89274.jpg,2.4,0,0,Peleteiro Romallo,0.2,False,,a,2,7,21.0,12,10252,105,17111,912,0.2,2.0,Jota,0,2.36,2.61,2.202,2.1199999999999997,0.39999999999999997,0.9715966241192895,2.7222222222222223
94,0,0,106,,,2,21205,0,0,0,0,0.0,0,1,2.5,2.5,1,Tom,3.0,11,0,10.6,False,106.8,630,,,45,0,0,0,21205.jpg,3.0,0,15,Heaton,6.8,False,,a,2,7,0.0,21,194714,2942,151279,4960,0.7,4.7,Heaton,0,3.0100000000000002,4.47,3.4160000000000004,3.1630000000000007,0.668888888888889,1.4189276075810056,7.0
309,0,3,31,75.0,100.0,1,169359,0,0,-1,1,17.2,0,2,1.9,2.5,9,Matt,3.0,0,0,3.0,False,11.2,61,Hamstring injury - 75% chance of playing,2019-09-29T10:00:18.754454Z,44,0,0,0,169359.jpg,9.0,0,0,Targett,0.4,False,,d,2,7,2.0,9,2149,306,52101,344,0.7,2.0,Targett,0,5.21,2.3000000000000003,2.8820000000000006,3.1730000000000005,1.184090909090909,2.4837700449847677,0.6777777777777778
428,0,4,74,,,2,213345,0,0,0,0,55.1,0,4,3.2,3.2,2,Wesley,3.7,9,2,35.4,False,101.6,604,,,60,0,0,0,213345.jpg,3.7,0,0,Moraes,1.8,False,,a,2,7,198.0,26,177993,3679,133518,5410,0.6,4.3,Wesley,0,3.52,2.0,2.63,2.9450000000000003,0.5866666666666667,1.4370339824327978,6.711111111111111
429,0,0,0,100.0,100.0,0,79852,0,0,-1,1,0.0,0,1,-0.5,-0.5,0,Jed,0.0,0,0,0.0,False,0.0,0,,2019-08-05T15:00:10.959066Z,44,0,0,0,79852.jpg,0.0,0,0,Steer,0.1,False,,a,2,7,0.0,0,736,20,3546,93,0.0,0.0,Steer,0,2.0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
445,1,3,140,,,2,149484,0,0,1,-1,26.3,0,2,1.8,1.8,1,Tyrone,2.3,11,0,24.7,False,208.6,630,,,46,0,0,0,149484.jpg,3.3,0,0,Mings,6.1,False,,a,2,7,12.0,23,389996,2500,129464,10789,0.5,5.0,Mings,1,3.16,3.58,2.976,2.9899999999999998,0.6869565217391305,1.473357597019696,7.0
452,0,0,0,100.0,100.0,0,199798,0,0,-1,1,0.0,0,2,-0.5,-0.5,0,Ezri,0.0,0,0,0.0,False,0.0,0,,2019-08-05T15:00:10.970602Z,44,0,0,0,199798.jpg,0.0,0,0,Konsa Ngoyo,0.1,False,,a,2,7,0.0,0,605,10,2434,77,0.0,0.0,Konsa,0,2.0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
455,0,4,111,,,2,108156,0,0,0,0,3.2,1,2,2.2,2.2,1,Bjorn,2.7,11,0,14.3,False,127.6,630,,,45,0,0,0,108156.jpg,3.0,0,0,Engels,1.1,False,,a,2,7,11.0,21,80677,589,27447,2809,0.6,4.7,Engels,1,2.91,4.39,2.8880000000000003,2.615,0.6466666666666667,1.3717871555019023,7.0
458,1,0,68,,,2,203368,0,0,-1,1,59.9,0,2,3.2,3.2,4,Frédéric,3.7,6,0,17.4,False,85.2,444,,,44,0,0,0,203368.jpg,3.4,0,0,Guilbert,0.8,False,,a,2,7,29.0,17,43580,1769,30059,835,0.8,3.9,Guilbert,2,3.21,4.0,2.8600000000000003,2.6899999999999995,0.7295454545454545,1.5303074557391756,4.933333333333334
465,1,0,10,100.0,100.0,1,148508,0,0,-2,2,73.0,0,3,1.2,1.2,3,Mahmoud Ahmed,1.7,5,0,30.9,False,69.2,369,,2019-08-31T16:30:09.941826Z,53,0,0,0,148508.jpg,1.3,1,0,Ibrahim Hassan,1.1,False,,a,2,7,169.0,8,45633,1198,170162,1622,0.3,1.5,Trézéguet,2,1.69,2.0,1.8699999999999999,1.8050000000000002,0.31886792452830187,0.7340890902695871,4.1
470,0,2,56,,,2,230046,-1,1,0,0,40.5,0,3,-0.2,-0.2,0,Douglas Luiz,0.3,4,1,13.7,False,79.6,267,,,45,0,0,0,230046.jpg,3.2,0,0,Soares de Paulo,4.1,False,,a,2,7,16.0,16,391955,1265,196512,16922,0.1,3.5,Douglas Luiz,1,3.04,1.24,1.9440000000000002,2.1439999999999997,0.6755555555555556,1.4330697432047363,2.966666666666667
474,0,0,0,,,0,88175,0,0,-1,1,0.0,0,1,-0.5,-0.5,0,Lovre,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,88175.jpg,0.0,0,0,Kalinic,0.1,False,,a,2,7,0.0,0,663,34,2535,83,0.0,0.0,Kalinic,0,2.0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
491,0,0,49,,,1,184704,0,0,-1,1,35.8,0,3,1.8,1.8,2,Marvelous,2.3,5,0,10.0,False,56.6,254,,,44,0,0,0,184704.jpg,2.3,0,0,Nakamba,1.1,False,,a,2,7,7.0,7,74381,5810,25159,2412,0.5,1.6,Nakamba,0,2.2800000000000002,2.61,2.2439999999999998,2.183,0.5181818181818182,1.0869473517399753,2.8222222222222224
58,0,0,93,100.0,100.0,0,56917,0,0,0,0,21.4,0,2,0.8,1.3,0,Steve,1.3,12,0,19.9,False,169.2,630,,2019-07-30T11:30:12.364426Z,50,0,0,0,56917.jpg,1.4,0,0,Cook,0.2,False,,a,3,91,8.0,10,6700,210,8475,578,0.3,2.0,Steve Cook,1,1.49,1.45,1.828,1.765,0.298,0.6663482572949373,7.0
59,1,1,128,,,0,126184,0,0,-1,1,34.7,0,2,4.5,5.0,5,Nathan,5.0,12,1,35.1,False,203.0,630,,,49,0,0,0,126184.jpg,2.9,0,0,Aké,12.0,False,,a,3,91,114.0,20,152548,13937,508720,6667,1.0,4.1,Aké,1,2.89,1.6400000000000001,2.6000000000000005,2.4400000000000004,0.5897959183673469,1.305568919698088,7.0
60,0,0,18,0.0,0.0,0,41320,0,0,-1,1,29.6,0,2,0.0,0.0,0,Charlie,0.0,2,0,5.2,False,22.4,126,Knee injury - Unknown return date,2019-08-25T15:30:14.994228Z,44,0,0,0,41320.jpg,1.5,0,0,Daniels,0.1,False,,i,3,91,0.0,3,2985,4,13690,213,0.0,0.7,Daniels,0,1.6,1.26,1.722,1.6450000000000002,0.36363636363636365,0.7627700713964739,1.4
61,0,2,53,100.0,100.0,0,223911,0,0,0,0,2.5,1,2,-0.2,0.3,0,Chris,0.3,7,1,16.6,False,91.6,271,,2019-09-10T14:00:13.321043Z,45,0,0,0,223911.jpg,3.2,0,0,Mepham,1.2,False,,a,3,91,72.0,13,84006,70,74198,3135,0.1,2.9,Mepham,0,3.0700000000000003,1.26,3.0900000000000003,2.7850000000000006,0.6822222222222223,1.4472118788284674,3.011111111111111
62,0,0,3,100.0,100.0,0,15149,0,0,-1,1,0.3,0,2,-0.2,0.3,1,Simon,0.3,0,0,0.1,False,0.4,1,,2019-06-25T11:30:06.976202Z,44,0,0,0,15149.jpg,1.0,0,0,Francis,0.0,False,,a,3,91,0.0,1,264,73,414,23,0.1,0.2,Francis,0,1.35,2.4,2.4,2.3999999999999995,0.3068181818181818,0.6435872477407748,0.011111111111111112
63,0,0,39,0.0,0.0,0,54469,0,0,-1,1,10.0,0,2,0.0,0.0,0,Adam,0.0,7,0,9.9,False,26.6,310,Hamstring injury - Unknown return date,2019-08-31T17:30:17.323480Z,44,0,0,0,54469.jpg,1.2,0,0,Smith,0.6,False,,i,3,91,63.0,5,9126,4,69054,1786,0.0,1.1,Adam Smith,1,1.37,1.49,1.634,1.61,0.31136363636363634,0.6531218736332307,3.4444444444444446
64,0,0,0,100.0,100.0,0,235530,0,0,-1,1,0.0,0,2,-0.5,0.0,0,Lloyd,0.0,0,0,0.0,False,0.0,0,,2019-08-04T16:00:15.955778Z,44,0,0,0,235530.jpg,0.0,0,0,Kelly,0.1,False,,a,3,91,0.0,0,1228,230,4175,92,0.0,0.0,Kelly,0,2.0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
