id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,games played,adjusted points,adjusted points per game,form 10,form 5,value,valuePoints metric,team_name
1,2,1,144,75.0,75.0,2,69140,0,0,-4,4,15.4,0,2,2.1,2.1,0,Shkodran,2.3,9,0,29.8,False,174.2,620,Thigh injury - 75% chance of playing,2020-02-27T23:00:18.104137Z,51,0,0,0,69140.jpg,3.2,0,0,Mustafi,0.4,False,,d,1,3,107.0,26,15337,21,38172,379,0.5,5.1,Mustafi,0,8.125,25.1357943856585,3.093636232081046,3.2856956756824665,3.0788699231615797,0.6065953396237346,1.3698851487885737,Arsenal
2,0,3,116,100.0,100.0,2,98745,0,0,-1,1,37.7,0,2,3.2,3.2,1,Héctor,2.7,10,1,19.5,False,117.6,623,,2019-12-09T20:00:21.228098Z,54,0,0,0,98745.jpg,3.1,0,0,Bellerín,1.3,False,,a,1,3,38.0,25,140407,606,69901,3921,0.5,4.6,Bellerín,2,8.064516129032258,20.0129276048337,2.4816030229993777,2.887102664430555,2.4969912673170342,0.4595561153702551,1.0679119088860634,Arsenal
3,2,1,222,0.0,0.0,2,111457,0,0,-3,3,157.3,0,2,0.0,0.0,0,Sead,0.3,19,0,41.2,False,190.0,1103,Shoulder injury - Expected back 04 Apr,2020-02-23T18:30:13.672943Z,52,0,0,0,111457.jpg,2.1,0,0,Kolasinac,0.5,False,,i,1,3,67.0,35,55461,2,127695,175,0.1,6.7,Kolasinac,3,16.666666666666664,45.09323687377819,2.705594212426692,1.8802817404909289,1.100446603922023,0.5203065793128253,1.186481550499758,Arsenal
4,2,3,216,100.0,100.0,3,154043,0,0,-5,5,155.4,1,2,0.5,0.5,0,Ainsley,0.0,19,0,44.9,False,261.8,1210,,2019-09-22T18:00:10.824841Z,45,0,0,0,154043.jpg,2.6,1,0,Maitland-Niles,2.3,False,,a,1,3,37.0,36,591814,115,629227,1061,0.0,8.0,Maitland-Niles,3,13.846153846153845,37.96563860377994,2.741962788050773,3.0037466067196545,,0.609325064011283,1.2925736541279158,Arsenal
5,0,5,305,100.0,100.0,4,39476,0,0,-2,2,36.8,1,2,2.2,2.2,5,Sokratis,1.7,25,2,58.5,False,436.2,1696,,2020-02-21T01:30:19.929771Z,48,0,0,0,39476.jpg,3.0,0,0,Papastathopoulos,1.4,False,,a,1,3,110.0,57,151890,568,193543,466,0.4,11.9,Sokratis,6,19.0,54.50045743698821,2.8684451282625374,4.333152322779605,3.5196012653814317,0.5975927350546953,1.3092600847626594,Arsenal
6,0,1,54,0.0,0.0,1,38411,0,0,0,0,40.8,0,2,0.0,0.0,0,Nacho,0.0,4,0,10.0,False,47.2,270,Joined Real Sociedad on a permanent deal on 31/8,2019-08-31T11:30:14.661839Z,50,0,0,0,38411.jpg,3.3,0,0,Monreal,0.2,False,,u,1,3,12.0,10,28174,4,88995,27,0.0,2.0,Monreal,0,3.0303030303030303,10.323039463634483,3.406603022999379,,,0.6813206045998758,1.523479186356578,Arsenal
7,0,0,0,0.0,0.0,0,51507,0,0,0,0,0.0,0,2,0.0,0.0,0,Laurent,0.0,0,0,0.0,False,0.0,0,Joined Bordeaux on a permanent deal on 6/8.,2019-08-08T11:00:09.045030Z,50,0,0,0,51507.jpg,0.0,0,0,Koscielny,0.1,False,,u,1,3,0.0,0,645,6,12732,7,0.0,0.0,Koscielny,0,,,,,,,,Arsenal
8,0,0,0,0.0,0.0,0,233963,0,0,-1,1,0.0,0,2,0.0,0.0,0,Konstantinos,0.0,0,0,0.0,False,0.0,0,Joined Nuremberg on loan until the end of the season on 13/1. - Expected back 01 Jul,2020-01-13T14:30:21.309535Z,44,0,0,0,233963.jpg,0.0,0,0,Mavropanos,0.0,False,,n,1,3,0.0,0,1107,4,4912,11,0.0,0.0,Mavropanos,0,,,,,,,,Arsenal
9,0,0,0,0.0,0.0,0,80254,0,0,0,0,0.0,0,2,0.0,0.0,0,Carl,0.0,0,0,0.0,False,0.0,0,Joined Nottingham Forest on a permanent deal on 7/8.,2019-08-07T17:00:10.875251Z,45,0,0,0,80254.jpg,0.0,0,0,Jenkinson,0.0,False,,u,1,3,0.0,0,443,3,2620,5,0.0,0.0,Jenkinson,0,,,,,,,,Arsenal
10,0,0,13,100.0,100.0,0,156074,0,0,0,0,0.4,0,2,0.5,0.5,0,Rob,0.0,3,0,1.6,False,13.4,85,,2019-12-09T10:00:19.335279Z,45,0,0,0,156074.jpg,1.0,0,0,Holding,0.1,False,,a,1,3,2.0,2,12137,25,14986,60,0.0,0.4,Holding,0,2.0,3.8632060459987576,1.9316030229993788,1.9063506169289788,,0.42924511622208417,0.9105663974155304,Arsenal
