id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,games played,adjusted points,adjusted points per game,form 5,form 10,value,valuePoints metric,team_name
1,2,2,242,0.0,0.0,4,69140,0,0,-4,4,45.5,352,122,0,2,0.0,0.0,0,Shkodran,1.5,17,0,47.9,313,106,False,277.2,257,100,1205,Hamstring injury - Expected back 31 Oct,2020-07-18T22:30:20.553834Z,51,0,0,0,69140.jpg,2.9,0,0,Mustafi,0.4,False,,i,1,3,155.0,234,58,43,25007,0,47630,0,0.3,8.4,Mustafi,2,14.827586206896553,40.80923035049399,2.7522504189868044,2.2749099941406166,2.5158924036983588,0.5396569448993734,1.218716969894339,Arsenal
2,0,4,204,100.0,100.0,4,98745,0,0,-3,3,76.9,301,95,0,2,2.3,1.2,0,Héctor,0.7,18,1,37.0,339,122,False,187.8,322,124,1156,,2019-12-09T20:00:21.228098Z,52,0,0,0,98745.jpg,2.9,0,0,Bellerín,1.0,False,,a,1,3,103.0,275,81,44,206616,0,159819,0,0.1,8.5,Bellerín,2,15.172413793103447,39.502783161215795,2.6035925265346784,2.9718279988659417,3.0601593660438766,0.5006908704874381,1.1417508522025444,Arsenal
3,2,1,331,100.0,100.0,4,111457,0,0,-3,3,182.5,215,52,0,2,3.3,2.5,1,Sead,2.0,26,0,53.0,293,96,False,269.6,264,104,1694,,2020-02-23T18:30:13.672943Z,52,0,0,0,111457.jpg,2.1,0,0,Kolasinac,0.5,False,,a,1,3,81.0,305,98,55,65194,0,134275,0,0.4,10.6,Kolasinac,4,26.190476190476193,66.22127141928333,2.5284485450999092,1.9199086267357748,2.2413035903542498,0.4862401048269056,1.1087980364425332,Arsenal
4,2,3,244,100.0,100.0,3,154043,0,0,-5,5,182.0,216,53,1,2,0.8,1.0,1,Ainsley,0.5,22,0,53.6,287,94,False,301.8,241,94,1382,,2019-09-22T18:00:10.824841Z,45,0,0,0,154043.jpg,2.0,1,0,Maitland-Niles,2.2,False,,a,1,3,58.0,337,119,41,610816,0,653555,0,0.1,9.1,Maitland-Niles,4,20.5,49.50697541872125,2.4149744106693296,2.075312489455557,1.8621176540842423,0.5366609801487399,1.1384298547841794,Arsenal
5,0,5,305,100.0,100.0,4,39476,0,0,-2,2,36.8,365,130,1,2,0.5,0.5,0,Sokratis,0.0,25,2,58.5,275,88,False,436.2,166,62,1696,,2020-06-18T18:00:15.974146Z,48,0,0,0,39476.jpg,3.0,0,0,Papastathopoulos,1.3,False,,a,1,3,110.0,266,76,57,182201,0,231413,0,0.0,11.9,Sokratis,6,19.0,53.61007618597706,2.8215829571566875,,3.5196012653814317,0.5878297827409766,1.2878705279223754,Arsenal
6,0,1,54,0.0,0.0,1,38411,0,0,0,0,40.8,358,126,0,2,0.0,0.0,0,Nacho,0.0,4,0,10.0,423,156,False,47.2,424,160,270,Joined Real Sociedad on a permanent deal on 31/8,2019-08-31T11:30:14.661839Z,50,0,0,0,38411.jpg,3.3,0,0,Monreal,0.2,False,,u,1,3,12.0,412,152,10,28283,0,89310,0,0.0,2.0,Monreal,0,3.0303030303030303,10.276726664430155,3.3913197992619506,,,0.6782639598523901,1.5166443209181324,Arsenal
7,0,0,0,0.0,0.0,0,51507,0,0,0,0,0.0,643,221,0,2,0.0,0.0,0,Laurent,0.0,0,0,0.0,649,221,False,0.0,647,221,0,Joined Bordeaux on a permanent deal on 6/8.,2019-08-08T11:00:09.045030Z,50,0,0,0,51507.jpg,0.0,0,0,Koscielny,0.1,False,,u,1,3,0.0,639,220,0,782,0,12898,0,0.0,0.0,Koscielny,0,,,,,,,,Arsenal
8,0,0,0,0.0,0.0,0,233963,0,0,-2,2,0.0,572,217,0,2,0.0,0.0,0,Konstantinos,0.0,0,0,0.0,587,217,False,0.0,585,217,0,Joined Stuttgart on loan until the end of the 2020/21 season on 16/7. - Expected back 01 Jul,2020-01-13T14:30:21.309535Z,43,0,0,0,233963.jpg,0.0,0,0,Mavropanos,0.0,False,,n,1,3,0.0,552,211,0,1185,0,5056,0,0.0,0.0,Mavropanos,0,,,,,,,,Arsenal
9,0,0,0,0.0,0.0,0,80254,0,0,0,0,0.0,590,218,0,2,0.0,0.0,0,Carl,0.0,0,0,0.0,602,218,False,0.0,599,218,0,Joined Nottingham Forest on a permanent deal on 7/8.,2019-08-07T17:00:10.875251Z,45,0,0,0,80254.jpg,0.0,0,0,Jenkinson,0.0,False,,u,1,3,0.0,575,214,0,534,0,2720,0,0.0,0.0,Jenkinson,0,,,,,,,,Arsenal
10,0,2,96,100.0,100.0,1,156074,0,0,-1,1,4.8,441,164,0,2,1.3,1.2,0,Rob,0.7,9,0,15.8,407,150,False,133.6,355,138,580,,2019-12-09T10:00:19.335279Z,44,0,0,0,156074.jpg,2.0,0,0,Holding,0.2,False,,a,1,3,19.0,396,145,16,28501,0,22667,0,0.2,3.6,Holding,1,8.0,19.930558394095605,2.4913197992619507,2.2654246334299044,2.498419055568021,0.5662090452868069,1.1876901132215543,Arsenal
